Uniprot_ID,labels,nr_db,nr_db_new
O43318,1,1,1
Q6P4F2,0,0,0
Q8N9K5,0,0,0
Q96QD5,1,1,1
Q9UKC9,1,1,1
P49795,1,1,1
Q4VC31,1,1,1
Q8N184,0,0,0
Q9BSU3,0,0,0
Q9NZL4,1,1,1
P07738,1,1,1
Q8NEG2,0,0,0
Q8N6Y2,0,0,0
Q9UPM6,1,1,1
Q9Y3D0,1,1,1
Q969E8,1,1,1
Q5VU57,0,0,0
Q9BRJ9,1,1,1
Q96LB1,0,0,0
Q9HC73,0,0,0
Q3SXP7,0,0,0
Q8N3D4,1,1,1
P50895,1,1,1
Q8NEJ0,1,1,1
O00399,1,1,1
Q96RQ1,1,1,1
Q86SG3,1,1,1
Q86W92,1,1,1
Q8NFR3,0,0,0
Q32NC0,1,1,1
Q8N1L9,1,1,1
Q96AW1,0,0,0
Q07973,0,0,0
O94898,0,0,0
A6NEH8,0,0,0
P06307,0,0,0
Q5T7R7,0,0,0
Q8N6U2,0,0,0
Q8N4L1,1,1,1
Q13401,0,0,0
Q86Y56,1,1,1
Q7L4E1,0,0,0
A2RU67,0,0,0
Q8ND82,1,1,1
Q96DI7,1,1,1
Q96J92,1,1,1
Q96LI9,0,0,0
Q96T76,1,1,1
B2RUZ4,0,0,0
Q5H913,0,0,0
P61221,1,1,1
P33032,0,0,0
P52630,1,1,1
P51685,0,0,0
Q15404,1,1,1
P0CW01,0,0,0
A8MX19,0,0,0
O14562,1,1,1
Q9UGF5,0,0,0
Q9NTK1,0,0,0
Q7RTY0,0,0,0
O60242,0,0,0
Q86VQ1,1,1,1
Q96PE1,0,0,0
Q6SZW1,1,1,1
Q9BTE1,1,1,1
Q9NRS6,1,1,1
P59037,0,0,0
Q16828,1,1,1
Q96PY0,0,0,0
Q4V339,0,0,0
Q9Y473,0,0,0
Q13480,1,1,1
P13945,0,0,0
Q6ZNG2,0,0,0
Q6UXI9,0,0,0
Q6Q4G3,0,0,0
P19878,1,1,1
Q12918,0,0,0
Q9HCM1,1,1,1
Q15118,1,1,1
Q5TC79,1,1,1
Q96M60,0,0,0
Q8TDI7,0,0,0
A6NM28,0,0,0
Q96B54,1,1,1
A0A0B4J1Y9,0,0,0
Q9BXY5,1,1,1
P01229,0,0,0
Q8TED1,1,1,1
Q9H6K1,0,0,0
Q13166,0,0,0
A0A1W2PPG7,0,0,0
Q9UGP4,1,1,1
Q86UE3,0,0,0
Q08AI6,0,0,0
Q9H3T2,1,1,1
Q13522,1,1,1
Q17RA5,0,0,0
A6NMT0,0,0,0
Q9UBC9,0,0,0
O00168,1,1,1
Q9NZU0,0,0,0
A6NFQ7,0,0,0
P0CJ89,0,0,0
Q8WUK0,1,1,1
Q93096,1,1,1
P30968,0,0,0
O14581,0,0,0
Q7Z407,0,0,0
O75663,1,1,1
A0JD32,0,0,0
Q9BZW2,0,0,0
Q9BTE7,1,1,1
Q9Y6M0,1,1,1
Q96EL1,0,0,0
Q08493,1,1,1
A4D126,1,1,1
A6NEQ2,0,0,0
Q460N5,1,1,2
Q9Y2L9,1,1,1
Q86YW9,1,1,1
A0A1B0GX49,0,0,0
Q16655,0,0,0
Q5VT97,1,1,1
E5RQL4,0,0,0
Q6UY09,0,0,0
Q9BPZ7,1,1,1
Q86T82,1,1,1
A6NFH5,0,0,0
O75251,1,1,1
P41218,1,1,1
Q15198,1,1,1
Q5T8I3,1,1,1
P38435,1,1,1
Q0IIM8,0,0,0
Q6UXP9,0,0,0
Q96LZ3,1,1,1
Q9P0K8,1,1,1
Q9H9Q4,1,1,1
Q9UK00,0,0,0
B2RXH8,0,0,0
Q9NSC2,1,1,1
F5GYI3,0,0,0
Q92890,1,1,1
Q7Z4W1,1,1,1
Q17RM4,0,0,0
Q3ZCT8,0,0,0
O43679,1,1,1
Q9HCL0,0,0,0
P27815,1,1,1
Q6ZMY3,1,1,1
A0A1B0GTK5,0,0,0
Q701N4,0,0,0
Q7RTS6,0,0,0
P0CG00,0,0,0
Q30KR1,0,0,0
A0PK00,1,1,1
A6NEL2,1,1,1
O43423,1,1,1
A8MWD9,1,1,1
Q99590,1,1,1
Q8TF76,0,0,0
H0UI37,0,0,0
P49069,1,1,1
O95170,1,1,1
Q8IVY1,1,1,1
P26436,0,0,0
O95838,0,0,0
Q8NCD3,1,1,1
Q7Z3S7,0,0,0
P49019,0,0,0
P0DO92,0,0,0
Q01968,1,1,1
P07858,1,1,1
P82650,1,1,1
O60232,1,1,1
P0C221,1,1,1
Q04756,0,0,0
Q6ZN19,0,0,0
P55808,0,0,0
O95831,1,1,1
Q96JF0,1,1,1
Q9H5V7,1,1,1
Q9H2V7,1,1,1
Q15628,1,1,1
Q6NUJ2,0,0,0
Q9BSU1,1,1,1
O75951,0,0,0
A6NHQ2,1,1,1
Q05516,1,1,1
P17927,0,0,0
H0YM25,0,0,0
Q8WWM1,0,0,0
Q8N1B3,0,0,0
Q9NYG5,1,1,1
Q96RI0,0,0,0
Q6PGQ1,1,1,1
Q8N9T2,0,0,0
Q9UBD6,0,0,0
Q5JWF8,0,0,0
Q12766,1,1,1
Q9UJD0,1,1,1
P10696,0,0,0
Q9UNG2,0,0,0
Q9HCC8,0,0,0
O95847,0,0,0
Q9P1V8,1,1,1
Q9H2X8,1,1,1
Q8TDD5,1,1,1
Q96B42,0,0,0
Q5UAW9,1,1,1
P22003,0,0,0
Q9UKU9,0,0,0
Q6BAA4,0,0,0
Q9Y236,1,1,1
Q99598,1,1,1
P35504,0,0,0
Q6PRD7,0,0,0
Q6NUI2,0,0,0
Q9UFW8,1,1,1
Q96JP9,0,0,0
Q32MQ0,0,0,0
P78364,1,1,1
Q13190,1,1,1
Q9UKM9,1,1,2
P09496,1,1,1
P32248,0,0,0
P50238,1,1,1
Q96HQ0,1,1,1
P18627,0,0,0
Q14681,1,1,1
Q6NY19,0,0,0
Q52LG2,0,0,0
Q8WVF1,1,1,1
O94900,1,1,1
Q8WWG1,0,0,0
Q8N539,0,0,0
P08567,1,1,1
Q6KF10,0,0,0
Q6K0P9,1,1,1
P51608,1,1,1
Q8WVB3,1,1,1
Q5K130,0,0,0
Q96K12,1,1,1
Q96LM1,0,0,0
Q96CS2,1,1,1
Q12824,1,1,1
A8MTJ6,0,0,0
Q9UQR0,1,1,1
A0A1B0GWG4,0,0,0
Q6UWF9,0,0,0
P58397,1,1,1
P49789,1,1,1
Q8N4B5,0,0,0
P61574,0,0,0
Q9NZC3,1,1,1
Q9P2D3,1,1,1
A6NI72,0,0,0
Q86TI0,1,1,1
Q8N3H0,0,0,0
Q9H3S1,0,0,0
K9M1U5,0,0,0
P51686,0,0,0
A0A1B0GTZ2,0,0,0
A2A3L6,0,0,0
Q15942,1,1,1
Q4AC99,0,0,0
O43603,0,0,0
Q8IYX3,1,1,1
Q96B70,1,1,1
Q8IXW0,0,0,0
Q12887,1,1,1
Q9BSD7,1,1,1
P78332,1,1,1
A6NCK2,0,0,0
O15263,0,0,0
Q9BSI4,1,1,1
Q9ULT8,1,1,1
Q9Y448,1,1,1
Q96IZ2,1,1,1
Q8NGX3,0,0,0
Q9Y4E1,1,1,1
O15428,0,0,0
Q30KQ8,0,0,0
A6NGC4,1,1,1
Q6UXG8,0,0,0
Q8N6U8,1,1,1
Q460N3,1,1,2
Q9Y2B2,0,0,0
Q8N715,1,1,1
P58317,1,1,1
Q9Y530,1,1,1
Q9UHL3,0,0,0
Q68EA5,1,1,1
Q9BWU0,1,1,1
A6NF34,0,0,0
Q9NS82,1,1,1
P62714,1,1,1
Q4G0M1,0,0,0
Q9NZC2,0,0,0
P25940,0,0,0
Q9BU19,1,1,1
Q6ZSG2,0,0,0
P25063,1,1,2
Q68CZ2,1,1,1
P0C7M3,0,0,0
P23381,1,1,1
Q53H47,1,1,1
Q3ZLR7,0,0,0
O95685,1,1,1
Q5VY80,0,0,0
P56178,0,0,0
Q7L4S7,0,0,0
Q03169,1,1,1
Q9H9J2,1,1,1
Q6V702,0,0,0
Q96BM0,0,0,0
Q5T953,0,0,0
Q8N8G6,0,0,0
Q96GV9,0,0,0
O14595,1,1,1
P51690,0,0,0
Q8IZJ4,1,1,1
P23469,1,1,1
Q8N148,0,0,0
Q96HZ4,1,1,1
Q16798,0,0,0
A6NEF3,0,0,0
Q9NYW4,1,1,1
Q86UV5,1,1,1
A6ND01,0,0,0
Q8TDV0,0,0,0
Q9UNW1,1,1,1
P18847,1,1,1
P0CZ25,0,0,0
Q6P988,0,0,0
P0C881,0,0,0
P62068,1,1,1
O00488,1,1,1
Q8TEA7,1,1,1
Q6ZQX7,1,1,1
A6NP61,0,0,0
Q5FYB1,0,0,0
A6NK97,0,0,0
A0A075B6T8,0,0,0
Q8NGS6,0,0,0
Q16566,1,1,1
P0C7X1,0,0,0
Q6ZUS6,1,1,1
Q8TF39,1,1,1
Q8IXY8,0,0,0
Q9Y2S2,1,1,1
Q8N9V3,1,1,1
Q9NPL8,1,1,1
P30531,0,0,0
O43196,1,1,1
O43290,1,1,1
Q9H2A3,0,0,0
Q6PP77,0,0,0
Q86Z20,0,0,0
Q6UXN7,0,0,0
Q6UWS5,0,0,0
Q8NFW8,1,1,1
Q7Z4H8,0,0,0
Q9BW04,0,0,0
Q7Z601,0,0,0
P52789,1,1,1
Q8N9P6,0,0,0
P0CJ78,1,1,1
Q7Z3V5,1,1,1
P16066,1,1,1
O75459,1,1,1
Q3ZCU0,0,0,0
Q15722,0,0,0
Q7Z692,1,1,1
Q63HK3,1,1,1
I3L3R5,0,0,0
O75386,1,1,1
P0C024,0,0,0
Q6IQ20,0,0,0
Q2TAA5,0,0,0
P59533,0,0,0
Q14714,0,0,0
P10321,1,1,1
Q9GZP8,0,0,0
P14373,1,1,1
Q8NHR7,1,1,1
Q8IZF5,0,0,0
P41214,1,1,1
Q96EP9,0,0,0
Q96BF6,1,1,1
Q9HAB8,1,1,1
Q96N67,1,1,1
Q6ZUJ8,1,1,1
Q0PNE2,1,1,1
Q96BQ1,0,0,0
Q96JM7,1,1,1
Q9Y4F4,0,0,0
Q8WXS5,0,0,0
Q8NCS4,1,1,1
Q2I0M4,1,1,1
Q9NZI6,1,1,1
O95932,0,0,0
Q8IXA5,0,0,0
Q8N140,1,1,1
Q8WU67,0,0,0
A1X283,1,1,1
Q8NFA2,0,0,0
O95721,1,1,1
Q5VVH5,0,0,0
Q8NCM2,0,0,0
O75347,1,1,1
O94842,1,1,1
P11802,1,1,1
Q5TIE3,0,0,0
Q7L3S4,1,1,1
Q9BV47,1,1,1
Q96NS8,0,0,0
Q9NUI1,1,1,1
O00187,0,0,0
Q9H3U1,1,1,1
Q8N668,1,1,1
O75398,1,1,1
A0A1B0GVH4,0,0,0
Q7Z4J2,0,0,0
Q569K4,1,1,1
P86434,0,0,0
Q15021,1,1,1
Q96FX7,1,1,1
P62333,1,1,1
Q5T124,1,1,1
Q6UX34,1,1,1
O43929,1,1,1
P35244,1,1,1
Q68G75,1,1,1
Q5VWJ9,1,1,1
O14609,0,0,0
Q7L4I2,1,1,1
O43852,1,1,1
O95238,1,1,1
Q8IUB9,0,0,0
Q13145,1,1,1
Q7Z3J2,1,1,1
Q92538,1,1,1
Q53T94,1,1,1
Q8N1B4,1,1,1
Q8WXX5,1,1,1
O00478,0,0,0
Q96HH9,0,0,0
Q9BWV7,1,1,1
Q6UXD1,0,0,0
Q96KB5,1,1,1
O60678,1,1,1
Q10588,0,0,0
Q5BJF2,1,1,1
O95848,1,1,1
Q2TV78,0,0,0
Q9BXC0,0,0,0
P35968,1,1,1
Q14687,1,1,1
P43403,1,1,1
Q8N5C1,0,0,0
Q6PIY5,0,0,0
Q14D04,1,1,1
P0DMQ9,0,0,0
Q5QGS0,0,0,0
Q5T871,0,0,0
Q17RN3,1,1,1
P22413,1,1,1
Q99766,0,0,0
P45379,1,1,1
A6NH00,0,0,0
A6NFD8,0,0,0
Q8WZ75,0,0,0
Q7Z7M9,1,1,1
Q8WV74,1,1,1
Q96A00,1,1,1
Q8NFW1,0,0,0
Q12951,1,1,1
O43236,0,0,0
Q86UP6,1,1,1
P46597,0,0,0
Q96DU3,1,1,1
Q9UG63,1,1,1
P62955,0,0,0
A0A1B0GV85,0,0,0
Q8TER0,0,0,0
P61073,1,1,1
Q658P3,1,1,1
Q8IZ57,0,0,0
O95803,1,1,1
Q5H8A3,0,0,0
Q09013,1,1,1
A8MYZ5,0,0,0
P21953,1,1,1
Q9BVW6,0,0,0
Q6ZPB5,0,0,0
Q9HAE3,0,0,0
P22102,1,1,1
Q6UXB8,0,0,0
O95744,0,0,0
Q9P2H5,1,1,1
B9A014,0,0,0
O15342,1,1,1
Q8NFA0,1,1,2
Q9H158,1,1,1
Q9ULZ3,1,1,1
O14735,1,1,1
A0A0C4DH31,0,0,0
P0DTE4,0,0,0
Q9NPA0,1,1,1
Q9NZ72,0,0,0
P0CJ79,0,0,0
O60721,0,0,0
O15287,1,1,1
Q8WYN3,1,1,1
Q13103,0,0,0
Q9BQD3,1,1,1
Q8NGT1,0,0,0
A0A0A0MS01,0,0,0
Q13203,1,1,1
P12034,1,1,1
Q99665,0,0,0
Q96LU7,1,1,1
P16144,1,1,1
O14732,1,1,1
Q13454,1,1,1
A0A1B0GUW6,0,0,0
Q5JRM2,0,0,0
A4D0S4,0,0,0
P58335,0,0,0
O60610,1,1,1
O60911,1,1,1
Q96L58,1,1,1
Q96EF0,1,1,1
Q9BSJ1,1,1,1
A6NKC9,0,0,0
O00534,1,1,1
Q9BXP8,0,0,0
Q9H5F2,0,0,0
Q5VTT5,0,0,0
P16499,1,1,1
P10074,1,1,1
O43683,1,1,1
O15488,1,1,1
O95239,1,1,1
Q5JUK2,0,0,0
Q6UWH4,1,1,1
Q9H213,1,1,1
A8MUM7,0,0,0
O14668,1,1,1
Q8WUP2,1,1,1
Q6NT32,0,0,0
Q8TD94,0,0,0
Q6PIV7,0,0,0
Q96IZ7,1,1,1
A0JLT2,1,1,1
Q537H7,0,0,0
A6NER3,0,0,0
O75628,0,0,0
Q96NJ6,0,0,0
Q8NHA4,0,0,0
Q8WUA2,1,1,1
Q9P0R6,1,1,1
Q9UNP4,0,0,0
Q9UPW5,1,1,1
P28356,1,1,1
Q9P255,0,0,0
Q9Y2H9,1,1,1
P0C7X3,0,0,0
P01857,1,1,1
P0DPK4,1,1,1
Q6ZVX9,0,0,0
P23510,0,0,0
P51813,1,1,1
Q9Y6U7,1,1,1
Q16563,1,1,1
Q9NRZ5,1,1,1
Q495Y7,0,0,0
Q99558,1,1,1
O15522,0,0,0
Q7Z7J5,1,1,1
Q9Y2T4,1,1,1
M0QZC1,0,0,0
A8MYV0,0,0,0
P54252,1,1,1
Q15646,1,1,2
A8MT19,0,0,0
P05204,1,1,1
Q6NVV9,0,0,0
Q147X3,0,0,0
Q16288,1,1,1
O95475,0,0,0
O75425,0,0,0
Q9H147,1,1,1
Q5JUK9,0,0,0
Q969K4,1,1,1
Q9H5Q4,1,2,2
Q9UKS6,1,1,1
Q9UPT8,1,1,1
Q6P9B6,1,1,1
Q9GZX6,0,0,0
Q13639,0,0,0
P17152,1,1,1
Q15327,1,1,1
P27169,1,1,1
Q8NGI1,0,0,0
A8MZ36,0,0,0
Q96D31,0,0,0
Q96T51,1,1,1
O75352,1,1,1
Q13304,0,0,0
A0A1B0GVY4,0,0,0
Q8TBY8,0,0,0
Q6IAN0,1,1,1
Q9BUU2,1,1,1
P51570,1,1,1
A6NE01,0,0,0
Q92576,1,1,1
Q5SR56,0,0,0
Q9UGI8,1,1,1
Q8NGT2,0,0,0
Q8N292,0,0,0
Q969G5,0,0,0
Q13114,1,1,1
Q9BW66,1,1,1
Q9Y231,0,0,0
P13686,1,1,1
Q86SQ9,0,0,0
Q9H0M0,1,1,1
Q9BY66,1,1,1
O14558,1,1,1
Q8IV42,1,1,1
Q9H511,0,0,0
Q8NGH7,0,0,0
Q96IC2,1,1,1
Q8NG98,0,0,0
P15086,0,0,0
Q9BXV9,1,1,1
Q6DKI7,1,1,1
O95922,1,1,1
Q96QV1,0,0,0
P42684,1,1,1
Q8NHS4,1,1,1
Q8N1D5,0,0,0
Q8WYP3,1,1,1
Q13591,0,0,0
Q8IYS8,0,0,0
Q15650,1,1,1
Q8TCN5,1,1,1
Q8NDY6,0,0,0
Q674R7,0,0,0
Q96N68,0,0,0
Q9H2W1,0,0,0
P61966,1,1,1
Q96BW9,1,1,1
O94822,1,1,1
Q9BX97,0,0,0
Q8N394,1,1,1
O15027,1,1,1
Q9H8W2,0,0,0
Q9NP50,0,0,0
E9PIF3,0,0,0
A0A096LNP1,0,0,0
O95249,1,1,1
Q9BT22,1,1,1
Q8NGN4,0,0,0
Q8WY54,1,1,1
Q9UK12,0,0,0
Q86XF7,1,1,1
Q2VY69,0,0,0
Q68D86,1,1,1
Q86SQ3,0,0,0
Q92982,0,0,0
Q96FM1,0,0,0
Q8TBB5,1,1,1
P0DMV2,1,1,1
Q9UJQ7,0,0,0
Q8N4P3,1,1,1
B3KS81,0,0,0
Q9NSD4,1,1,1
Q9NUD7,0,0,0
Q6ZMI3,0,0,0
Q8NBR9,0,0,0
Q6ZVF9,1,1,1
Q14050,0,0,0
Q8NA82,0,0,0
Q3MIX3,1,1,1
P61568,0,0,0
Q6ZTR5,0,0,0
Q9H293,0,0,0
A0A1W2PRP0,0,0,0
P37198,1,1,1
D6R9N7,0,0,0
O14842,0,0,0
P34972,0,0,0
Q13129,1,1,1
O43765,1,1,1
Q6NSZ9,1,1,1
Q9HB65,1,1,1
Q6TCH4,1,1,1
Q7L3T8,1,1,1
Q96M63,0,0,0
A5D8V7,0,0,0
Q86YR6,0,0,0
Q8NH59,0,0,0
O15535,1,1,1
P53041,1,1,1
O15439,1,1,1
O95236,0,0,0
Q9NYL2,1,1,1
Q9NV39,0,0,0
O75264,0,0,0
Q8NCU7,0,0,0
Q96MW7,1,1,1
Q9H6N6,0,0,0
B3SHH9,0,0,0
Q96AQ7,1,1,1
P53370,1,1,1
Q92686,1,1,1
A0A075B6X5,0,0,0
Q9BTA0,0,0,0
A0A1B0GVT2,0,0,0
H3BU77,0,0,0
Q9NY37,0,0,0
Q8WVZ1,0,0,0
A0A0J9YXX1,0,0,0
Q9Y5P4,0,0,0
Q6UWY5,0,0,0
Q8IZF2,0,0,0
Q04323,1,1,1
H3BMG3,1,1,1
O75078,0,0,0
O75907,1,1,1
Q8NEA9,0,0,0
Q9H4E7,1,1,2
Q8N8Q3,1,1,2
A8MUH7,0,0,0
Q9Y5Y3,0,0,0
Q99759,1,1,1
Q8NB90,1,1,1
Q15543,1,1,1
Q9NQG5,1,1,1
O75096,1,1,1
Q969U7,1,1,1
Q8WXE9,1,1,1
Q96KA5,1,1,1
P98082,1,1,1
Q3ZM63,0,0,0
Q96P70,1,1,1
Q9UI14,1,1,1
Q8N9I9,1,1,1
Q9BZG2,0,0,0
Q7Z4S9,0,0,0
Q99674,0,0,0
Q5JST6,1,1,1
A0A0B4J1U3,0,0,0
O43156,1,1,1
Q9H339,0,0,0
Q32M84,1,1,1
O00750,1,1,1
P0C7T5,1,1,1
P48378,0,0,0
P04818,1,1,1
O00292,0,0,0
Q8IZ81,1,1,1
Q7Z4L0,0,0,0
Q9Y5K3,1,1,1
P47989,1,1,1
Q96FS4,1,1,1
Q5VTB9,1,1,1
Q8N966,0,0,0
Q9HD87,0,0,0
Q5GLZ8,1,1,1
Q9Y5F3,0,0,0
Q9NUZ1,1,1,1
P07949,1,1,1
Q96CB9,1,1,1
Q9H3S4,0,0,0
A6NCI8,0,0,0
Q53S58,1,1,1
U3KPV4,0,0,0
Q96JN2,1,1,1
A0A087X1G2,0,0,0
P83859,0,0,0
Q92750,1,1,1
Q6PI25,0,0,0
Q96EK2,1,1,1
O00221,1,1,1
Q96K75,0,0,0
Q8WW01,1,1,1
A0PJK1,0,0,0
Q9H2I8,0,0,0
Q8NGK9,0,0,0
Q96L73,1,1,1
A4QMS7,0,0,0
Q5T0L3,0,0,0
Q10471,1,1,1
Q8WUF5,1,1,1
O95258,0,0,0
Q96PT3,0,0,0
Q9UKL6,1,1,1
Q13285,1,1,2
P0CI00,0,0,0
Q9UKN8,1,1,1
Q9BXT2,1,1,1
Q9Y2B1,0,0,0
Q9HBT8,1,1,1
Q96LD4,1,1,1
Q9Y3Q0,0,0,0
Q8N4C6,1,1,1
Q5BJH7,1,1,1
Q8TBZ9,0,0,0
Q13621,0,0,0
P43246,1,1,1
Q13228,1,1,1
P19801,0,0,0
Q9BRK3,1,1,1
Q02224,1,1,1
Q8NH19,0,0,0
A5YM72,0,0,0
Q9C056,0,0,0
A8K830,0,0,0
A6NNN8,0,0,0
Q9NY56,0,0,0
Q9NZ32,1,1,1
O75381,1,1,1
Q9H342,0,0,0
Q8IVF5,1,1,1
O95931,1,1,1
B2RD01,1,1,1
Q8TDY2,1,1,1
Q6UWN5,0,0,0
Q5K131,0,0,0
Q6UXF7,0,0,0
Q9HAW0,1,1,1
Q96NK8,0,0,0
Q6P1Q0,1,1,1
Q9Y4R8,1,1,1
Q8IVL6,1,1,1
Q8IYD9,0,0,0
A6NFX1,0,0,0
Q9Y5R5,0,0,0
Q5W041,0,0,0
P23919,1,1,1
Q14554,1,1,1
O75071,1,1,1
Q9Y4G2,1,1,1
Q07912,1,1,1
Q9UKF5,0,0,0
Q8IYW2,0,0,0
Q9NYW2,0,0,0
O76075,1,1,1
Q3LIE5,0,0,0
Q8NGR8,0,0,0
A6NDE8,0,0,0
Q86UD0,1,1,1
O95486,1,1,1
Q9HC35,1,1,1
Q13316,0,0,0
Q9HC58,0,0,0
A0A1B0GUS0,0,0,0
A8MV57,0,0,0
P49902,1,1,1
O14625,0,0,0
Q8TDE3,0,0,0
P51665,1,1,1
A8MTZ7,0,0,0
Q9UBL0,1,1,1
O43520,1,1,1
Q9C0E8,0,0,0
A1L162,1,1,1
P41226,0,0,0
P05231,0,0,0
Q9HCB6,1,1,1
Q6PK81,1,1,1
Q15361,1,1,1
A1L190,1,1,1
O60303,0,0,0
Q86XR5,1,1,1
Q7Z3B0,0,0,0
Q96S44,1,1,1
P12838,0,0,0
Q96GC5,1,1,1
Q9Y4F9,0,0,0
Q9UJ41,1,1,1
P25189,0,0,0
Q6P2M8,0,0,0
Q96MC9,0,0,0
Q8N146,0,0,0
O75563,1,1,1
Q9NWF4,0,0,0
Q16850,1,1,1
Q03721,1,1,1
Q9NRJ1,0,0,0
Q6L8H2,0,0,0
Q8N7Z5,0,0,0
O43681,1,1,1
Q9UPC5,0,0,0
Q5T0B9,1,1,1
P0CAP1,0,0,0
O43819,1,1,1
P52746,1,1,1
Q9C0K7,1,1,1
A6NCL1,0,0,0
P0DM63,0,0,0
Q9H2L5,1,1,1
O15146,1,1,1
O43924,1,1,1
Q6UXZ3,0,0,0
Q5JQF7,0,0,0
B2CW77,1,1,1
D6REC4,0,0,0
A6PVY3,0,0,0
Q8NGS4,0,0,0
Q6ZP65,0,0,0
P07492,0,0,0
Q8IY85,0,0,0
Q2M238,0,0,0
Q16633,1,1,1
Q9BXA6,1,1,1
Q99551,1,1,1
Q5VZI3,0,0,0
Q8IVF4,1,1,1
Q07627,0,0,0
Q70J99,1,1,1
Q9HD67,1,1,1
O60925,1,1,1
Q6ZN11,1,1,1
Q9NZH5,1,1,1
P35789,0,0,0
Q8WXG1,1,1,1
Q92609,1,1,1
Q8N2N9,0,0,0
O95452,0,0,0
Q8N807,0,0,0
O60397,0,0,0
Q9UNP9,1,1,1
Q8N1I8,0,0,0
A6NJB7,1,1,1
O94991,0,0,0
Q9C0A1,1,1,1
Q9UKR8,0,0,0
A6NIE6,0,0,0
Q96RE9,1,1,1
Q13163,1,1,1
Q9C0K3,1,1,1
Q15003,1,1,1
Q6NSI8,1,1,1
P47928,0,0,0
Q05682,1,1,1
A0A1B0GTD5,0,0,0
P60900,1,1,1
Q9BX84,0,0,0
Q9P2T1,1,1,1
Q9NR90,1,1,1
Q075Z2,0,0,0
Q8IU99,0,0,0
O15427,1,1,1
Q8WXC3,0,0,0
Q9NQU5,1,1,1
Q6IPT2,1,1,1
Q7Z2Y5,1,1,1
Q96PN8,1,1,1
Q96JI7,1,1,1
Q13011,1,1,1
O15117,0,0,0
Q8NBI3,0,0,0
P14920,0,0,0
Q8N1N2,0,0,0
Q7Z4L9,0,0,0
P23677,1,1,1
P82930,1,1,1
Q8TCJ2,1,1,1
Q9Y6I8,1,1,1
Q8TAW3,1,1,1
P0C2W1,1,1,1
Q9UBM7,1,1,1
O14603,0,0,0
Q96DR4,0,0,0
Q9NRR6,1,1,1
Q8NH67,0,0,0
Q9Y2U2,0,0,0
Q8WU08,1,1,1
P18075,1,1,1
Q86XQ3,0,0,0
P01824,0,0,0
Q86TJ5,1,1,1
P17010,1,1,1
Q969I3,0,0,0
Q96MN2,1,1,2
P10070,1,1,1
Q9BXJ7,0,0,0
Q9UK76,1,1,1
Q9NUR3,0,0,0
P21781,1,1,1
Q13882,1,1,1
P21462,1,1,1
Q99424,0,0,0
A8MTB9,0,0,0
Q96BD0,0,0,0
Q6ZMV7,1,1,1
Q8NGF8,0,0,0
Q86TD4,0,0,0
Q8NCQ3,0,0,0
C9J302,0,0,0
A0A1B0GVH6,0,0,0
Q9HBH5,1,1,2
Q15695,0,0,0
Q8NHX9,1,1,1
P09601,1,1,1
Q49A92,1,1,1
Q9NS73,1,1,1
Q9BSY4,0,0,0
Q9UKF7,0,0,0
O95881,1,1,1
Q8IWT1,0,0,0
Q7RTP0,0,0,0
P17948,1,1,1
Q96QE5,1,1,1
Q9BUD6,0,0,0
P86480,0,0,0
Q7Z4V5,0,0,0
Q9P1D8,0,0,0
Q32P28,1,1,1
Q96PE5,0,0,0
Q96PZ2,1,1,1
Q6R2W3,1,1,1
A8MZ59,1,1,1
Q9UHQ1,1,1,1
P60328,0,0,0
Q8N4M7,0,0,0
Q9H693,0,0,0
H7C350,0,0,0
Q9HCE5,1,1,1
Q30KQ6,0,0,0
P84550,0,0,0
A9UHW6,1,1,1
Q8NGG6,0,0,0
Q86VD9,0,0,0
Q99755,1,1,1
Q9BU89,1,1,1
Q6UXB2,0,0,0
Q8IWX5,0,0,0
Q92626,1,1,1
Q5JRK9,0,0,0
P20800,0,0,0
P47883,0,0,0
Q9NQ50,1,1,1
Q9BZZ2,0,0,0
Q6SA08,0,0,0
Q9UFV1,0,0,0
P56856,0,0,0
Q96JM2,1,1,1
A6NEM1,0,0,0
Q14135,1,1,1
Q8N8D9,0,0,0
Q8TES7,1,1,1
Q8WUY3,1,1,1
Q99727,0,0,0
A6NNM8,0,0,0
P04054,1,1,1
P13473,1,1,1
Q9NVG8,1,1,1
Q86W24,0,0,0
Q86VR2,0,0,0
Q9UFC0,1,1,1
Q9NPC4,0,0,0
Q9H6R3,0,0,0
Q2VPJ9,0,0,0
Q9Y295,1,1,1
Q16635,0,0,0
Q9UJX2,1,1,1
Q9Y4P8,1,1,1
P28562,1,1,1
A0A0D9SF12,0,0,0
Q86UW2,0,0,0
Q9HDD0,0,0,0
A6NJV1,0,0,0
O75830,1,1,1
Q7L513,0,0,0
Q15031,1,1,1
B2RXF0,0,0,0
Q6PJP8,1,1,1
O94992,1,1,1
P0C5Y9,0,0,0
Q0VAA2,0,0,0
Q92570,1,1,1
Q9P298,0,0,0
Q15742,1,1,1
Q8NGP9,0,0,0
P0DSO3,0,0,0
Q6ZNI0,0,0,0
Q99467,0,0,0
O95800,0,0,0
Q9UPU5,1,1,1
Q06730,1,1,1
Q86VE3,0,0,0
Q8TE23,0,0,0
Q9BSF4,1,1,1
A0A1B0GTI1,0,0,0
O95935,0,0,0
Q6ZUU3,1,1,1
Q9NRP4,0,0,0
A6NIK2,1,1,1
Q00889,0,0,0
O00559,0,0,0
